analysis_id,deviant_position,session_seed,block,word
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,10,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,11,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,12,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,13,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,14,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,15,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,16,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,17,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,18,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,19,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,20,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,21,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,22,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,23,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,24,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,25,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,26,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,27,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,28,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,29,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,11,30,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,1,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,2,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,3,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,4,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,5,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,6,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,7,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,8,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,9,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,10,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,11,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,12,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,13,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,14,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,15,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,16,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,17,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,18,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,19,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,20,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,21,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,22,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,23,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,24,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,25,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,26,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,27,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,28,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,29,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,23,30,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,1,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,2,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,3,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,4,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,5,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,6,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,7,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,8,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,9,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,10,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,11,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,12,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,13,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,14,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,15,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,16,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,17,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,18,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,19,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,20,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,21,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,22,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,23,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,24,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,25,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,26,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,27,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,28,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,29,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,37,30,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,1,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,2,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,3,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,4,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,5,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,6,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,7,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,8,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,9,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,10,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,11,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,12,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,13,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,14,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,15,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,16,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,17,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,18,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,19,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,20,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,21,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,22,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,23,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,24,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,25,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,26,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,27,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,28,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,29,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,41,30,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,1,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,2,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,3,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,4,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,5,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,6,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,7,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,8,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,9,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,10,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,11,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,12,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,13,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,14,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,15,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,16,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,17,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,18,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,19,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,20,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,21,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,22,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,23,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,24,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,25,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,26,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,27,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,28,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,29,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,53,30,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,1,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,2,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,3,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,4,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,5,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,6,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,7,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,8,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,9,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,10,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,11,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,12,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,13,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,14,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,15,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,16,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,17,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,18,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,19,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,20,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,21,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,22,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,23,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,24,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,25,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,26,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,27,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,28,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,29,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,67,30,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,1,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,2,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,3,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,4,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,5,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,6,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,7,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,8,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,9,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,10,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,11,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,12,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,13,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,14,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,15,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,16,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,17,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,18,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,19,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,20,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,21,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,22,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,23,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,24,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,25,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,26,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,27,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,28,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,29,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,79,30,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,1,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,2,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,3,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,4,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,5,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,6,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,7,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,8,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,9,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,10,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,11,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,12,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,13,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,14,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,15,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,16,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,17,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,18,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,19,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,20,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,21,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,22,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,23,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,24,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,25,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,26,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,27,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,28,ADB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,29,ACB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,2,97,30,AEB
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,1,ABC
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,2,ABD
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,3,ABE
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,4,ABC
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,5,ABE
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,6,ABD
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,7,ABE
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,8,ABC
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,9,ABD
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,10,ABC
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,11,ABD
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,12,ABE
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,13,ABD
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,14,ABC
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,15,ABE
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,16,ABC
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,17,ABE
b9a7cda3ec902c056c7c4e2f30f47d01ef7d1638706d9541ef4617ce95d8e170,3,11,18,ABD
